OrderID,OrderDate,Region,Category,Sub-Category,CustomerSegment,PaymentMethod,ShipMode,Quantity,UnitPrice,Discount,Sales,Profit
O3182,2027-12-23,East,Electronics,Kids,Corporate,Debit Card,Standard,6,3613.73,0.39,13226.2518,2232.67
O3183,2027-12-24,South,Clothing,Microwave,Consumer,Cash,Standard,3,4458.0,0.19,10832.94,1828.67
O3184,2027-12-25,North,Clothing,Headphones,Consumer,Credit Card,Standard,3,4949.67,0.29,10542.7971,1779.69
O3185,2027-12-26,East,Electronics,Men,Consumer,Debit Card,Standard,9,2555.02,0.34,15176.8188,2561.94
O3186,2027-12-27,North,Toys,Microwave,Consumer,UPI,Express,2,4049.91,0.09,7370.8362,1244.24
O3187,2027-12-28,South,Clothing,Microwave,Consumer,UPI,Express,1,2855.99,0.25,2141.9925,361.58
O3188,2027-12-29,South,Home Appliances,Washing Machine,Consumer,Debit Card,Same Day,8,2457.95,0.22,15337.608,2589.08
O3189,2027-12-30,East,Groceries,Fruits,Home Office,Debit Card,Standard,3,2711.68,0.3,5694.527999999999,961.27
O3190,2027-12-31,South,Electronics,Indoor,Home Office,Cash,Same Day,7,2447.16,0.28,12333.686399999999,2082.0
O3191,2028-01-01,North,Electronics,Laptop,Home Office,Wallet,Express,2,2134.09,0.33,2859.6805999999997,482.73
O3192,2028-01-02,South,Groceries,Indoor,Corporate,Cash,Standard,8,3632.42,0.12,25572.236800000002,4316.75
O3193,2028-01-03,North,Toys,Indoor,Consumer,Wallet,Standard,9,1285.9,0.09,10531.521,1777.78
O3194,2028-01-04,North,Groceries,Outdoor,Consumer,UPI,Express,8,3101.09,0.32,16869.9296,2847.75
O3195,2028-01-05,South,Clothing,Refrigerator,Home Office,Wallet,Standard,8,3579.15,0.14,24624.552,4156.77
O3196,2028-01-06,East,Groceries,Indoor,Corporate,Cash,Standard,8,4465.85,0.12,31439.584000000003,5307.19
O3197,2028-01-07,West,Electronics,Vegetables,Home Office,Debit Card,Express,7,1692.79,0.13,10309.0911,1740.24
O3198,2028-01-08,South,Groceries,Men,Consumer,Wallet,Same Day,2,4309.97,0.03,8361.3418,1411.45
O3199,2028-01-09,North,Home Appliances,Microwave,Consumer,Cash,Same Day,8,4729.19,0.31,26105.128799999995,4406.7
O3200,2028-01-10,North,Clothing,Mobile,Home Office,UPI,Standard,5,3260.96,0.29,11576.408,1954.17
O3201,2028-01-11,South,Groceries,Women,Home Office,Wallet,Express,6,3868.59,0.22,18105.001200000002,3056.23
O3202,2028-01-12,East,Electronics,Kids,Consumer,UPI,Same Day,4,2058.25,0.29,5845.429999999999,986.74
O3203,2028-01-13,East,Clothing,Women,Home Office,UPI,Same Day,1,4763.07,0.15,4048.6094999999996,683.43
O3204,2028-01-14,North,Electronics,Indoor,Consumer,Credit Card,Standard,5,3370.76,0.12,14831.344000000003,2503.62
O3205,2028-01-15,North,Toys,Indoor,Home Office,Wallet,Same Day,3,1585.28,0.34,3138.8543999999997,529.86
O3206,2028-01-16,East,Home Appliances,Microwave,Corporate,Cash,Express,9,2051.09,0.17,15321.6423,2586.39
O3207,2028-01-17,West,Toys,Indoor,Consumer,,Same Day,4,3107.89,0.08,11437.0352,1930.64
O3208,2028-01-18,South,Home Appliances,Indoor,Corporate,,Express,2,1208.97,0.3,1692.558,285.71
O3209,2028-01-19,North,Groceries,Indoor,Home Office,UPI,Express,4,3781.88,0.13,13160.9424,2221.65
O3210,2028-01-20,North,Clothing,Refrigerator,Corporate,UPI,Standard,3,1162.22,0.08,3207.7272,541.48
O3211,2028-01-21,East,Groceries,Refrigerator,Home Office,UPI,Same Day,3,2979.36,0.01,8848.6992,1493.71
O3212,2028-01-22,South,Home Appliances,Vegetables,Corporate,UPI,Standard,5,3500.18,0.39,10675.548999999999,1802.1
O3213,2028-01-23,,Home Appliances,Beverages,Corporate,Cash,Same Day,1,4305.75,0.19,3487.6575000000003,588.74
O3214,2028-01-24,South,Home Appliances,Vegetables,Corporate,Debit Card,Standard,5,3682.81,0.06,17309.207,2921.9
O3215,2028-01-25,South,Electronics,Vegetables,Consumer,Credit Card,Standard,8,4004.18,0.3,22423.408,3785.21
O3216,2028-01-26,South,Clothing,Women,Corporate,UPI,Standard,9,4569.01,0.36,26317.497600000002,4442.55
O3217,2028-01-27,North,Groceries,Men,Home Office,UPI,Same Day,1,3008.97,0.21,2377.0863,401.27
O3218,2028-01-28,West,Groceries,Beverages,Home Office,Credit Card,Standard,2,4239.09,0.01,8393.3982,1416.86
O3219,2028-01-29,East,Toys,Fruits,Consumer,UPI,Express,2,1197.77,0.15,2036.2089999999998,343.72
O3220,2028-01-30,West,Home Appliances,Headphones,Consumer,Debit Card,Same Day,6,4082.93,0.1,22047.822,3721.81
O3221,2028-01-31,East,Home Appliances,Women,Home Office,Wallet,Express,1,1147.35,0.25,860.5124999999999,145.26
O3222,2028-02-01,South,Home Appliances,Headphones,Corporate,Credit Card,Standard,1,4676.41,0.21,3694.3639,623.63
O3223,2028-02-02,North,Groceries,Headphones,Home Office,Cash,Standard,2,1683.37,0.14,2895.3963999999996,488.76
O3224,2028-02-03,West,Toys,Indoor,Consumer,Credit Card,Express,4,900.6,0.26,2665.776,450.0
O3225,2028-02-04,North,Electronics,Microwave,Consumer,Debit Card,Standard,2,783.44,0.23,1206.4976000000001,203.66
O3226,2028-02-05,East,Clothing,Kids,Home Office,Cash,Same Day,4,977.0,0.36,2501.12,422.2
O3227,2028-02-06,North,Electronics,Fruits,Corporate,,Express,3,2265.32,0.24,5164.9296,871.87
O3228,2028-02-07,North,Groceries,Vegetables,Corporate,UPI,Same Day,3,2634.64,0.2,6323.136,1067.38
O3229,2028-02-08,West,Home Appliances,Microwave,Consumer,Credit Card,Same Day,9,4573.24,0.33,27576.637199999994,4655.1
O3230,2028-02-09,,Clothing,Men,Home Office,Cash,Same Day,8,1936.02,0.08,14249.1072,2405.34
O3231,2028-02-10,North,Groceries,Snacks,Home Office,Credit Card,Standard,9,1126.54,0.1,9124.974,1540.35
O3232,2028-02-11,South,Groceries,Snacks,Consumer,Wallet,Standard,1,3731.91,0.31,2575.0179,434.68
O3233,2028-02-12,East,Groceries,Indoor,Home Office,Credit Card,Express,5,716.54,0.18,2937.814,495.92
O3234,2028-02-13,North,Clothing,Headphones,Consumer,Cash,Express,4,4466.8,0.16,15008.448,2533.52
O3235,2028-02-14,West,Clothing,Beverages,Corporate,Debit Card,Same Day,9,2076.53,0.35,12147.7005,2050.61
O3236,2028-02-15,East,Toys,Women,Corporate,Cash,Standard,3,3088.52,0.24,7041.8256,1188.7
O3237,2028-02-16,East,Toys,Washing Machine,Home Office,Credit Card,Standard,5,971.61,0.32,3303.4739999999997,557.65
O3238,2028-02-17,West,Electronics,Indoor,Corporate,Wallet,Standard,8,770.37,0.32,4190.8128,707.43
O3239,2028-02-18,North,Clothing,Kids,Corporate,UPI,Express,5,4004.25,0.05,19020.1875,3210.72
O3240,2028-02-19,North,Clothing,Indoor,Consumer,UPI,Standard,9,2177.03,0.26,14499.0198,2447.52
O3241,2028-02-20,East,Clothing,TV,Consumer,Wallet,Same Day,2,4934.38,0.38,6118.6312,1032.86
O3242,2028-02-21,North,Toys,Fruits,Home Office,Credit Card,Same Day,6,2645.27,0.19,12856.0122,2170.17
O3243,2028-02-22,South,Groceries,Women,Consumer,Wallet,Same Day,5,4235.98,0.29,15037.728999999998,2538.46
O3244,2028-02-23,West,Home Appliances,Microwave,Home Office,Credit Card,Standard,9,4900.82,0.23,33962.6826,5733.11
O3245,2028-02-24,South,Toys,Mobile,Home Office,Cash,Same Day,7,1441.69,0.08,9284.4836,1567.28
O3246,2028-02-25,North,Clothing,Mobile,Consumer,Debit Card,Same Day,8,4014.36,0.08,29545.6896,4987.49
O3247,2028-02-26,East,Toys,Outdoor,Corporate,Credit Card,Express,7,158.93,0.17,923.3833,155.87
O3248,2028-02-27,West,Electronics,Laptop,Corporate,UPI,Express,5,3414.78,0.19,13829.859000000002,2334.56
O3249,2028-02-28,North,Clothing,Kids,Corporate,UPI,Standard,5,3738.75,0.2,14955.0,2524.49
O3250,2028-02-29,North,Electronics,Indoor,Corporate,Debit Card,Standard,4,2412.95,0.38,5984.115999999999,1010.16
O3251,2028-03-01,East,Clothing,Laptop,Home Office,Credit Card,Standard,2,852.42,0.04,1636.6463999999999,276.28
O3252,2028-03-02,East,Toys,Washing Machine,Corporate,Debit Card,Standard,9,3102.77,0.15,23736.1905,4006.81
O3253,2028-03-03,South,Groceries,Kids,Home Office,Cash,Standard,3,4492.77,0.21,10647.864900000002,1797.42
O3254,2028-03-04,West,Home Appliances,Microwave,Consumer,Debit Card,Express,3,4660.03,0.39,8527.8549,1439.55
O3255,2028-03-05,West,Electronics,Microwave,Consumer,Cash,Express,3,3743.21,0.2,8983.704000000002,1516.5
O3256,2028-03-06,East,Toys,Indoor,Home Office,UPI,Express,8,1355.38,0.31,7481.6976,1262.96
O3257,2028-03-07,South,Groceries,Beverages,Corporate,Cash,Same Day,6,4358.12,0.3,18304.104,3089.84
O3258,2028-03-08,West,Toys,Outdoor,Home Office,Credit Card,Same Day,1,4449.67,0.23,3426.2459000000003,578.37
O3259,2028-03-09,East,Electronics,Men,Corporate,Credit Card,Express,3,1867.85,0.05,5323.3724999999995,898.62
O3260,2028-03-10,North,Home Appliances,Kids,Corporate,Credit Card,Express,4,955.76,0.09,3478.9664000000002,587.27
O3261,2028-03-11,West,Toys,Outdoor,Home Office,Credit Card,Standard,2,4379.56,0.1,7883.2080000000005,1330.73
O3262,2028-03-12,South,Clothing,Fruits,Home Office,Wallet,Express,6,4431.23,0.02,26055.6324,4398.35
O3263,2028-03-13,South,Groceries,Outdoor,Corporate,Cash,Standard,1,549.49,0.15,467.0665,78.84
O3264,2028-03-14,South,Toys,Kids,Home Office,Credit Card,Express,1,4836.57,0.24,3675.7931999999996,620.5
O3265,2028-03-15,North,Groceries,Snacks,Corporate,Debit Card,Standard,8,2688.75,0.06,20219.399999999998,3413.16
O3266,2028-03-16,West,Clothing,Women,Home Office,Debit Card,Express,4,4968.96,0.07,18484.531199999998,3120.3
O3267,2028-03-17,West,Home Appliances,Beverages,Consumer,Wallet,Standard,1,2252.79,0.28,1622.0087999999998,273.8
O3268,2028-03-18,North,Home Appliances,Vegetables,Corporate,Cash,Same Day,7,2689.75,0.07,17510.2725,2955.84
O3269,2028-03-19,West,Clothing,Outdoor,Consumer,Cash,Same Day,9,1367.11,0.05,11688.7905,1973.14
O3270,2028-03-20,North,Groceries,Outdoor,Home Office,Cash,Standard,7,4499.79,0.39,19214.1033,3243.46
O3271,2028-03-21,North,Toys,Indoor,Consumer,Wallet,Standard,1,2246.37,0.01,2223.9062999999996,375.41
O3272,2028-03-22,North,Clothing,Fruits,Home Office,Cash,Same Day,1,4082.34,0.13,3551.6358,599.54
O3273,2028-03-23,South,Electronics,Snacks,Corporate,Cash,Express,1,444.68,0.01,440.2332,74.31
O3274,2028-03-24,,Groceries,Women,Home Office,Credit Card,Standard,8,3951.82,0.34,20865.6096,3522.24
O3275,2028-03-25,North,Home Appliances,Refrigerator,Home Office,Cash,Express,7,2476.7,0.23,13349.412999999999,2253.46
O3276,2028-03-26,West,Clothing,Indoor,Corporate,Credit Card,Same Day,3,76.77,0.02,225.7038,38.1
O3277,2028-03-27,South,Home Appliances,Women,Home Office,Credit Card,Same Day,3,1170.0,0.25,2632.5,444.38
O3278,2028-03-28,North,Groceries,Kids,Corporate,Cash,Standard,3,1008.96,0.05,2875.536,485.41
O3279,2028-03-29,East,Home Appliances,TV,Home Office,Debit Card,Express,2,3771.23,0.2,6033.968000000001,1018.57
O3280,2028-03-30,South,Clothing,Indoor,Corporate,UPI,Same Day,4,2412.15,0.27,7043.478,1188.98
O3281,2028-03-31,East,Groceries,Kids,Consumer,Debit Card,Express,7,840.61,0.06,5531.2138,933.7
O3282,2028-04-01,West,Electronics,Headphones,Home Office,Cash,Same Day,9,1321.17,0.2,9512.424,1605.75
O3283,2028-04-02,West,Clothing,Outdoor,Home Office,Cash,Standard,3,2545.18,0.18,6261.1428,1056.92
O3284,2028-04-03,South,Toys,Fruits,Home Office,Debit Card,Express,7,147.21,0.37,649.1961,109.59
O3285,2028-04-04,West,Clothing,TV,Corporate,Cash,Express,4,2149.42,0.4,5158.608,870.8
O3286,2028-04-05,East,Groceries,Fruits,Home Office,Credit Card,Standard,1,3406.4,0.26,2520.736,425.52
O3287,2028-04-06,North,Clothing,Refrigerator,Corporate,Wallet,Standard,5,2612.89,0.34,8622.536999999998,1455.54
O3288,2028-04-07,North,Electronics,Microwave,Home Office,Cash,Standard,8,3010.59,0.26,17822.6928,3008.58
O3289,2028-04-08,North,Electronics,Washing Machine,Consumer,Cash,Standard,3,1666.76,0.35,3250.182,548.65
O3290,2028-04-09,South,Toys,Microwave,Home Office,Debit Card,Same Day,4,956.22,0.17,3174.6504,535.9
O3291,2028-04-10,West,Home Appliances,Women,Consumer,Credit Card,Express,3,4058.22,0.24,9252.7416,1561.92
O3292,2028-04-11,East,Groceries,Microwave,Corporate,Debit Card,Same Day,8,4532.89,0.34,23933.6592,4040.15
O3293,2028-04-12,West,Groceries,Men,Consumer,Debit Card,Standard,8,2578.17,0.37,12993.9768,2193.46
O3294,2028-04-13,West,Home Appliances,Kids,Home Office,Cash,Same Day,4,1559.95,0.01,6177.402,1042.78
O3295,2028-04-14,West,Electronics,Outdoor,Home Office,Credit Card,Same Day,2,2580.46,0.04,4954.4832,836.35
O3296,2028-04-15,North,Electronics,Kids,Corporate,Cash,Express,3,4400.98,0.37,8317.8522,1404.1
O3297,2028-04-16,East,Clothing,Kids,Home Office,Cash,Express,3,3472.46,0.23,8021.382600000001,1354.06
O3298,2028-04-17,East,Toys,Microwave,Home Office,Cash,Express,4,4300.15,0.4,10320.359999999999,1742.14
O3299,2028-04-18,West,Toys,Women,Corporate,Cash,Standard,2,1675.48,0.32,2278.6528,384.65
O3300,2028-04-19,,Toys,Snacks,Corporate,,Standard,2,3574.3,0.33,4789.562,808.51
O3301,2028-04-20,North,Clothing,Refrigerator,Consumer,UPI,Express,3,3282.59,0.15,8370.6045,1413.01
O3302,2028-04-21,East,Toys,Laptop,Corporate,Credit Card,Same Day,1,2879.5,0.1,2591.55,437.47
O3303,2028-04-22,North,Home Appliances,Refrigerator,Home Office,Wallet,Express,8,2664.71,0.24,16201.436800000001,2734.9
O3304,2028-04-23,North,Clothing,Kids,Corporate,UPI,Standard,6,2777.34,0.35,10831.626,1828.44
O3305,2028-04-24,North,Home Appliances,Snacks,Home Office,UPI,Same Day,3,4255.87,0.29,9065.0031,1530.23
O3306,2028-04-25,South,Clothing,Washing Machine,Consumer,UPI,Standard,1,4584.17,0.19,3713.1777,626.81
O3307,2028-04-26,West,Toys,Vegetables,Corporate,Wallet,Express,3,608.66,0.3,1278.186,215.77
O3308,2028-04-27,East,Home Appliances,Laptop,Home Office,Credit Card,Express,1,2865.42,0.28,2063.1023999999998,348.26
O3309,2028-04-28,East,Home Appliances,Laptop,Corporate,Debit Card,Same Day,3,4596.12,0.37,8686.6668,1466.36
O3310,2028-04-29,South,Home Appliances,Indoor,Corporate,UPI,Express,4,716.96,0.11,2552.3776000000003,430.86
O3311,2028-04-30,West,Clothing,Indoor,Corporate,Debit Card,Standard,6,2093.65,0.05,11933.805,2014.5
O3312,2028-05-01,East,Groceries,Microwave,Corporate,Debit Card,Standard,7,490.95,0.19,2783.6865000000003,469.9
O3313,2028-05-02,North,Toys,Outdoor,Consumer,Cash,Standard,7,611.71,0.14,3682.4942,621.63
O3314,2028-05-03,East,Home Appliances,Fruits,Home Office,Debit Card,Same Day,9,4525.35,0.39,24844.1715,4193.85
O3315,2028-05-04,North,Groceries,Outdoor,Corporate,Cash,Standard,8,2258.59,0.0,18068.72,3050.11
O3316,2028-05-05,South,Toys,Fruits,Home Office,Credit Card,Express,4,3459.26,0.37,8717.335200000001,1471.54
O3317,2028-05-06,North,Toys,Indoor,Consumer,Credit Card,Same Day,6,737.63,0.38,2743.9836,463.2
O3318,2028-05-07,East,Home Appliances,Outdoor,Home Office,Cash,Standard,1,158.64,0.02,155.4672,26.24
O3319,2028-05-08,East,Home Appliances,Indoor,Home Office,Credit Card,Standard,8,4457.9,0.36,22824.448,3852.91
O3320,2028-05-09,East,Clothing,Men,Consumer,UPI,Express,6,2894.0,0.19,14064.84,2374.23
O3321,2028-05-10,South,Groceries,Kids,Corporate,Credit Card,Express,2,148.94,0.31,205.53719999999998,34.7
O3322,2028-05-11,South,Groceries,Indoor,Home Office,Cash,Same Day,8,4962.08,0.03,38505.7408,6500.0
O3323,2028-05-12,West,Home Appliances,Beverages,Home Office,UPI,Standard,4,2486.35,0.38,6166.148,1040.88
O3324,2028-05-13,East,Toys,Washing Machine,Corporate,Debit Card,Standard,9,2405.59,0.24,16454.2356,2777.57
O3325,2028-05-14,North,Home Appliances,Headphones,Corporate,Debit Card,Express,4,3123.53,0.36,7996.236800000001,1349.81
O3326,2028-05-15,South,Toys,Men,Home Office,Debit Card,Same Day,1,89.13,0.27,65.0649,10.98
O3327,2028-05-16,East,Toys,Indoor,Consumer,Cash,Express,7,2867.23,0.21,15855.781900000002,2676.55
O3328,2028-05-17,East,Home Appliances,TV,Corporate,Debit Card,Express,5,3165.95,0.07,14721.6675,2485.11
O3329,2028-05-18,South,Electronics,Kids,Corporate,Credit Card,Same Day,5,1519.92,0.07,7067.628,1193.06
O3330,2028-05-19,West,Groceries,Refrigerator,Consumer,Debit Card,Standard,4,3647.92,0.19,11819.260800000002,1995.16
O3331,2028-05-20,South,Toys,Fruits,Home Office,Wallet,Standard,6,1918.29,0.35,7481.331,1262.89
O3332,2028-05-21,South,Toys,Indoor,Corporate,Wallet,Standard,1,3602.98,0.05,3422.8309999999997,577.79
O3333,2028-05-22,North,Electronics,Washing Machine,Home Office,Debit Card,Same Day,3,761.93,0.4,1371.474,231.51
O3334,2028-05-23,North,Clothing,Kids,Home Office,Debit Card,Same Day,7,4572.8,0.35,20806.24,3512.22
O3335,2028-05-24,West,Electronics,Indoor,Home Office,Wallet,Same Day,8,4403.31,0.16,29590.2432,4995.01
O3336,2028-05-25,East,Electronics,Mobile,Consumer,Debit Card,Same Day,9,795.6,0.1,6444.360000000001,1087.85
O3337,2028-05-26,South,Toys,Snacks,Home Office,UPI,Same Day,1,4695.35,0.37,2958.0705000000003,499.34
O3338,2028-05-27,West,Groceries,Men,Home Office,Wallet,Express,4,2811.01,0.05,10681.838,1803.16
O3339,2028-05-28,North,Electronics,Snacks,Corporate,Cash,Standard,2,3523.17,0.14,6059.8524,1022.94
O3340,2028-05-29,South,Clothing,Indoor,Corporate,Wallet,Same Day,2,4209.45,0.03,8166.333,1378.53
O3341,2028-05-30,East,Home Appliances,Refrigerator,Consumer,Credit Card,Standard,1,463.67,0.38,287.47540000000004,48.53
O3342,2028-05-31,North,Electronics,Snacks,Consumer,UPI,Same Day,5,887.96,0.25,3329.8500000000004,562.1
O3343,2028-06-01,North,Electronics,Headphones,Corporate,,Standard,2,1487.44,0.13,2588.1456000000003,436.89
O3344,2028-06-02,North,Clothing,Women,Corporate,Debit Card,Express,4,2412.16,0.11,8587.2896,1449.59
O3345,2028-06-03,West,Groceries,Mobile,Consumer,Credit Card,Standard,9,1762.97,0.18,13010.7186,2196.29
O3346,2028-06-04,East,Electronics,Vegetables,Home Office,Credit Card,Standard,3,2553.94,0.04,7355.347199999999,1241.63
O3347,2028-06-05,South,Electronics,Washing Machine,Consumer,UPI,Same Day,8,970.29,0.36,4967.8848,838.61
O3348,2028-06-06,West,Groceries,Refrigerator,Home Office,Cash,Standard,6,3426.66,0.2,16447.968,2776.52
O3349,2028-06-07,West,Clothing,Laptop,Corporate,Credit Card,Express,5,325.89,0.29,1156.9094999999998,195.29
O3350,2028-06-08,West,Electronics,Indoor,Corporate,Cash,Express,2,1839.18,0.09,3347.3076,565.05
O3351,2028-06-09,North,Groceries,Indoor,Corporate,Cash,Express,3,936.21,0.2,2246.904,379.29
O3352,2028-06-10,East,Electronics,Refrigerator,Home Office,Credit Card,Same Day,8,3663.17,0.08,26960.931200000003,4551.17
O3353,2028-06-11,West,Home Appliances,Mobile,Consumer,Cash,Same Day,9,4424.08,0.33,26677.2024,4503.27
O3354,2028-06-12,South,Toys,Mobile,Home Office,UPI,Same Day,7,439.99,0.31,2125.1517,358.74
O3355,2028-06-13,East,Home Appliances,Headphones,Consumer,Credit Card,Same Day,1,3935.94,0.06,3699.7835999999998,624.55
O3356,2028-06-14,South,Electronics,Beverages,Consumer,UPI,Same Day,6,4483.83,0.03,26095.8906,4405.14
O3357,2028-06-15,East,Clothing,Indoor,Consumer,UPI,Express,7,4871.15,0.33,22845.693499999994,3856.49
O3358,2028-06-16,South,Toys,Indoor,Corporate,Cash,Standard,6,2917.96,0.04,16807.4496,2837.2
O3359,2028-06-17,North,Home Appliances,Beverages,Consumer,Cash,Express,2,1670.59,0.22,2606.1204,439.93
O3360,2028-06-18,West,Groceries,Women,Corporate,Credit Card,Same Day,9,1643.77,0.21,11687.2047,1972.87
O3361,2028-06-19,South,Clothing,Vegetables,Consumer,,Express,3,1925.9,0.08,5315.484000000001,897.29
O3362,2028-06-20,East,Home Appliances,TV,Consumer,Credit Card,Standard,6,3082.7,0.24,14057.111999999997,2372.93
O3363,2028-06-21,West,Groceries,Vegetables,Corporate,UPI,Same Day,6,2476.64,0.2,11887.872000000001,2006.74
O3364,2028-06-22,West,Electronics,Laptop,Corporate,Cash,Express,8,3285.49,0.2,21027.136,3549.51
O3365,2028-06-23,East,Groceries,Washing Machine,Home Office,UPI,Express,4,244.6,0.14,841.424,142.04
O3366,2028-06-24,South,Home Appliances,Laptop,Consumer,,Standard,6,574.11,0.34,2273.4755999999998,383.78
O3367,2028-06-25,North,Home Appliances,Outdoor,Corporate,Wallet,Same Day,1,4883.87,0.03,4737.3539,799.69
O3368,2028-06-26,North,Electronics,Snacks,Home Office,UPI,Same Day,9,4977.16,0.18,36731.440800000004,6200.49
O3369,2028-06-27,South,Groceries,TV,Home Office,Debit Card,Standard,9,3745.96,0.1,30342.276,5121.96
O3370,2028-06-28,West,Groceries,Men,Corporate,Debit Card,Standard,7,1319.17,0.34,6094.5653999999995,1028.8
O3371,2028-06-29,West,Electronics,Microwave,Consumer,Credit Card,Standard,1,4769.24,0.09,4340.0084,732.62
O3372,2028-06-30,West,Groceries,Kids,Home Office,Credit Card,Standard,3,1107.83,0.31,2293.2081,387.11
O3373,2028-07-01,West,Electronics,Women,Consumer,Credit Card,Same Day,5,3670.59,0.24,13948.242,2354.55
O3374,2028-07-02,South,Clothing,Women,Consumer,Cash,Same Day,4,620.53,0.35,1613.378,272.35
O3375,2028-07-03,West,Home Appliances,Microwave,Home Office,Debit Card,Express,5,3262.08,0.24,12395.904,2092.5
O3376,2028-07-04,East,Clothing,Microwave,Corporate,UPI,Express,7,3809.6,0.22,20800.416,3511.24
O3377,2028-07-05,West,Toys,Refrigerator,Consumer,Wallet,Express,9,4305.22,0.32,26347.9464,4447.69
O3378,2028-07-06,North,Toys,Microwave,Corporate,Debit Card,Same Day,1,3684.82,0.22,2874.1596000000004,485.18
O3379,2028-07-07,West,Toys,Women,Home Office,Debit Card,Same Day,5,4621.25,0.34,15250.124999999998,2574.31
O3380,2028-07-08,South,Electronics,Outdoor,Consumer,Debit Card,Same Day,3,2628.57,0.02,7727.995800000001,1304.53
O3381,2028-07-09,North,Groceries,Outdoor,Corporate,Credit Card,Express,3,3403.27,0.2,8167.848,1378.78
O3382,2028-07-10,South,Clothing,Refrigerator,Corporate,Cash,Standard,2,1879.27,0.33,2518.2218,425.09
O3383,2028-07-11,South,Clothing,Snacks,Consumer,UPI,Standard,6,101.43,0.34,401.6628,67.8
O3384,2028-07-12,North,Clothing,Laptop,Corporate,Credit Card,Standard,6,3795.63,0.33,15258.432599999998,2575.72
O3385,2028-07-13,South,Clothing,Snacks,Corporate,Cash,Standard,3,4355.81,0.24,9931.2468,1676.45
O3386,2028-07-14,South,Toys,Beverages,Home Office,Debit Card,Standard,1,910.93,0.4,546.558,92.26
O3387,2028-07-15,West,Clothing,Snacks,Home Office,Cash,Same Day,7,191.77,0.07,1248.4227,210.74
O3388,2028-07-16,East,Groceries,Indoor,Corporate,Credit Card,Express,2,864.28,0.07,1607.5607999999997,271.37
O3389,2028-07-17,South,Toys,Laptop,Corporate,Debit Card,Standard,8,4481.68,0.01,35494.905600000006,5991.76
O3390,2028-07-18,South,Clothing,Vegetables,Consumer,Credit Card,Standard,3,1512.78,0.4,2723.004,459.66
O3391,2028-07-19,South,Electronics,Washing Machine,Home Office,UPI,Standard,1,1206.84,0.14,1037.8824,175.2
O3392,2028-07-20,West,Home Appliances,Outdoor,Consumer,Debit Card,Same Day,9,122.22,0.3,769.986,129.98
O3393,2028-07-21,East,Home Appliances,Refrigerator,Corporate,Cash,Standard,5,1520.42,0.02,7450.058,1257.61
O3394,2028-07-22,North,Home Appliances,Microwave,Consumer,Credit Card,Express,1,3592.41,0.12,3161.3208,533.65
O3395,2028-07-23,West,Toys,Fruits,Corporate,Wallet,Same Day,6,4797.49,0.25,21588.704999999998,3644.3
O3396,2028-07-24,West,Clothing,Washing Machine,Home Office,Cash,Same Day,3,1598.07,0.21,3787.4259,639.34
O3397,2028-07-25,East,Toys,TV,Home Office,Cash,Same Day,4,1241.39,0.08,4568.315200000001,771.16
O3398,2028-07-26,East,Groceries,Microwave,Corporate,Debit Card,Standard,8,4445.94,0.18,29165.3664,4923.29
O3399,2028-07-27,West,Electronics,Vegetables,Home Office,Cash,Standard,5,4269.9,0.04,20495.52,3459.77
O3400,2028-07-28,North,Electronics,Washing Machine,Corporate,Credit Card,Standard,6,1674.39,0.22,7836.1452,1322.79
O3401,2028-07-29,West,Home Appliances,Outdoor,Consumer,Wallet,Standard,4,390.59,0.04,1499.8655999999999,253.19
O3402,2028-07-30,East,Home Appliances,Indoor,Corporate,UPI,Express,6,4960.35,0.25,22321.575,3768.02
O3403,2028-07-31,North,Home Appliances,Outdoor,Consumer,Wallet,Same Day,3,3419.49,0.06,9642.9618,1627.79
O3404,2028-08-01,East,Clothing,Women,Corporate,Credit Card,Standard,1,4636.57,0.22,3616.5245999999997,610.49
O3405,2028-08-02,North,Groceries,Indoor,Home Office,Debit Card,Express,6,1742.28,0.05,9930.996,1676.41
O3406,2028-08-03,,Groceries,Indoor,Corporate,Credit Card,Same Day,1,3256.04,0.16,2735.0735999999997,461.7
O3407,2028-08-04,East,Groceries,Men,Corporate,Cash,Same Day,3,3388.76,0.14,8743.0008,1475.87
O3408,2028-08-05,East,Groceries,Indoor,Corporate,Debit Card,Same Day,8,4370.88,0.3,24476.928,4131.85
O3409,2028-08-06,West,Home Appliances,Beverages,Home Office,UPI,Standard,7,4965.64,0.26,25722.0152,4342.03
O3410,2028-08-07,East,Electronics,Outdoor,Corporate,UPI,Same Day,8,587.9,0.37,2963.016,500.18
O3411,2028-08-08,East,Home Appliances,Indoor,Home Office,Credit Card,Standard,2,3174.03,0.37,3999.2778000000003,675.1
O3412,2028-08-09,South,Groceries,Women,Corporate,Cash,Express,7,1715.38,0.29,8525.4386,1439.15
O3413,2028-08-10,East,Home Appliances,Beverages,Consumer,UPI,Same Day,4,4067.71,0.31,11226.879599999998,1895.17
O3414,2028-08-11,South,Groceries,Microwave,Corporate,Wallet,Express,1,3783.03,0.25,2837.2725,478.95
O3415,2028-08-12,South,Toys,Headphones,Consumer,Debit Card,Standard,3,4467.97,0.28,9650.8152,1629.12
O3416,2028-08-13,South,Electronics,Vegetables,Home Office,Wallet,Standard,5,1751.33,0.25,6567.487499999999,1108.63
